"year","quarter","sex","age","acf","hiv","smrxpertcases","period","acfperiod","year_q","population","hiv_prev","newpopulation"
"2013","4","females","30-39","ACF","b) HIV-positive",8,"bACF","ACF.bACF","2013.4",20456,0.206,4213.936
"2013","4","females","30-39","Non-ACF",,3,"bACF","Non-ACF.bACF","2013.4",30425,0.212,
"2013","4","females","30-39","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2013.4",30425,0.212,23974.9
"2013","4","females","30-39","Non-ACF","b) HIV-positive",15,"bACF","Non-ACF.bACF","2013.4",30425,0.212,6450.1
"2013","4","females","40-49","ACF",,1,"bACF","ACF.bACF","2013.4",7298,0.356,
"2013","4","females","40-49","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2013.4",7298,0.356,4699.912
"2013","4","females","40-49","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2013.4",7298,0.356,2598.088
"2013","4","females","40-49","Non-ACF",,1,"bACF","Non-ACF.bACF","2013.4",15560,0.325,
"2013","4","females","40-49","Non-ACF","b) HIV-positive",6,"bACF","Non-ACF.bACF","2013.4",15560,0.325,5057
"2013","4","females","50+","ACF",,2,"bACF","ACF.bACF","2013.4",6512,0.184,
"2013","4","females","50+","ACF","b) HIV-positive",2,"bACF","ACF.bACF","2013.4",6512,0.184,1198.208
"2013","4","females","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2013.4",12344,0.215,
"2013","4","females","50+","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2013.4",12344,0.215,9690.04
"2013","4","females","50+","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2013.4",12344,0.215,2653.96
"2013","4","males","16-19","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2013.4",10869,0.022,10629.882
"2013","4","males","16-19","Non-ACF",,5,"bACF","Non-ACF.bACF","2013.4",28760,0.019,
"2013","4","males","16-19","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2013.4",28760,0.019,28213.56
"2013","4","males","16-19","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2013.4",28760,0.019,546.44
"2013","4","males","20-29","ACF",,2,"bACF","ACF.bACF","2013.4",26418,0.016,
"2013","4","males","20-29","ACF","a) HIV-negative",7,"bACF","ACF.bACF","2013.4",26418,0.016,25995.312
"2013","4","males","20-29","ACF","b) HIV-positive",7,"bACF","ACF.bACF","2013.4",26418,0.016,422.688
"2013","4","males","20-29","Non-ACF",,6,"bACF","Non-ACF.bACF","2013.4",54942,0.017,
"2013","4","males","20-29","Non-ACF","a) HIV-negative",8,"bACF","Non-ACF.bACF","2013.4",54942,0.017,54007.986
"2013","4","males","20-29","Non-ACF","b) HIV-positive",5,"bACF","Non-ACF.bACF","2013.4",54942,0.017,934.014
"2013","4","males","30-39","ACF",,1,"bACF","ACF.bACF","2013.4",18151,0.111,
"2013","4","males","30-39","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2013.4",18151,0.111,16136.239
"2013","4","males","30-39","ACF","b) HIV-positive",19,"bACF","ACF.bACF","2013.4",18151,0.111,2014.761
"2013","4","males","30-39","Non-ACF",,3,"bACF","Non-ACF.bACF","2013.4",39519,0.145,
"2013","4","males","30-39","Non-ACF","a) HIV-negative",8,"bACF","Non-ACF.bACF","2013.4",39519,0.145,33788.745
"2013","4","males","30-39","Non-ACF","b) HIV-positive",15,"bACF","Non-ACF.bACF","2013.4",39519,0.145,5730.255
"2013","4","males","40-49","ACF",,1,"bACF","ACF.bACF","2013.4",7981,0.248,
"2013","4","males","40-49","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2013.4",7981,0.248,6001.712
"2013","4","males","40-49","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2013.4",7981,0.248,1979.288
"2013","4","males","40-49","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2013.4",21623,0.24,16433.48
"2013","4","males","40-49","Non-ACF","b) HIV-positive",8,"bACF","Non-ACF.bACF","2013.4",21623,0.24,5189.52
"2013","4","males","50+","ACF",,2,"bACF","ACF.bACF","2013.4",6303,0.199,
"2013","4","males","50+","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2013.4",6303,0.199,5048.703
"2013","4","males","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2013.4",17376,0.251,
"2013","4","males","50+","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2013.4",17376,0.251,13014.624
"2013","4","males","50+","Non-ACF","b) HIV-positive",5,"bACF","Non-ACF.bACF","2013.4",17376,0.251,4361.376
"2014","1","females","16-19","ACF","a) HIV-negative",5,"bACF","ACF.bACF","2014.1",10173,0.03,9867.81
"2014","1","females","16-19","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2014.1",10173,0.03,305.19
"2014","1","females","16-19","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2014.1",32568,0.028,31656.096
"2014","1","females","20-29","ACF",,2,"bACF","ACF.bACF","2014.1",25764,0.073,
"2014","1","females","20-29","ACF","a) HIV-negative",10,"bACF","ACF.bACF","2014.1",25764,0.073,23883.228
"2014","1","females","20-29","ACF","b) HIV-positive",14,"bACF","ACF.bACF","2014.1",25764,0.073,1880.772
"2014","1","females","20-29","Non-ACF","a) HIV-negative",6,"bACF","Non-ACF.bACF","2014.1",59174,0.09,53848.34
"2014","1","females","20-29","Non-ACF","b) HIV-positive",7,"bACF","Non-ACF.bACF","2014.1",59174,0.09,5325.66
"2014","1","females","30-39","ACF",,2,"bACF","ACF.bACF","2014.1",20707,0.206,
"2014","1","females","30-39","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2014.1",20707,0.206,16441.358
"2014","1","females","30-39","ACF","b) HIV-positive",12,"bACF","ACF.bACF","2014.1",20707,0.206,4265.642
"2014","1","females","30-39","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2014.1",30799,0.212,24269.612
"2014","1","females","30-39","Non-ACF","b) HIV-positive",9,"bACF","Non-ACF.bACF","2014.1",30799,0.212,6529.388
"2014","1","females","40-49","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2014.1",7387,0.356,4757.228
"2014","1","females","40-49","ACF","b) HIV-positive",6,"bACF","ACF.bACF","2014.1",7387,0.356,2629.772
"2014","1","females","40-49","Non-ACF","b) HIV-positive",6,"bACF","Non-ACF.bACF","2014.1",15749,0.325,5118.425
"2014","1","females","50+","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2014.1",6582,0.184,5370.912
"2014","1","females","50+","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2014.1",6582,0.184,1211.088
"2014","1","females","50+","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2014.1",12475,0.215,9792.875
"2014","1","females","50+","Non-ACF","b) HIV-positive",2,"bACF","Non-ACF.bACF","2014.1",12475,0.215,2682.125
"2014","1","males","16-19","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2014.1",10957,0.022,10715.946
"2014","1","males","16-19","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2014.1",28991,0.019,28440.171
"2014","1","males","16-19","Non-ACF","b) HIV-positive",2,"bACF","Non-ACF.bACF","2014.1",28991,0.019,550.829
"2014","1","males","20-29","ACF",,3,"bACF","ACF.bACF","2014.1",26438,0.016,
"2014","1","males","20-29","ACF","a) HIV-negative",13,"bACF","ACF.bACF","2014.1",26438,0.016,26014.992
"2014","1","males","20-29","ACF","b) HIV-positive",2,"bACF","ACF.bACF","2014.1",26438,0.016,423.008
"2014","1","males","20-29","Non-ACF",,3,"bACF","Non-ACF.bACF","2014.1",54984,0.017,
"2014","1","males","20-29","Non-ACF","a) HIV-negative",13,"bACF","Non-ACF.bACF","2014.1",54984,0.017,54049.272
"2014","1","males","20-29","Non-ACF","b) HIV-positive",12,"bACF","Non-ACF.bACF","2014.1",54984,0.017,934.728
"2014","1","males","30-39","ACF",,4,"bACF","ACF.bACF","2014.1",18247,0.111,
"2014","1","males","30-39","ACF","a) HIV-negative",6,"bACF","ACF.bACF","2014.1",18247,0.111,16221.583
"2014","1","males","30-39","ACF","b) HIV-positive",14,"bACF","ACF.bACF","2014.1",18247,0.111,2025.417
"2014","1","males","30-39","Non-ACF",,2,"bACF","Non-ACF.bACF","2014.1",39729,0.145,
"2014","1","males","30-39","Non-ACF","a) HIV-negative",11,"bACF","Non-ACF.bACF","2014.1",39729,0.145,33968.295
"2014","1","males","30-39","Non-ACF","b) HIV-positive",20,"bACF","Non-ACF.bACF","2014.1",39729,0.145,5760.705
"2014","1","males","40-49","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2014.1",8094,0.248,6086.688
"2014","1","males","40-49","ACF","b) HIV-positive",7,"bACF","ACF.bACF","2014.1",8094,0.248,2007.312
"2014","1","males","40-49","Non-ACF",,1,"bACF","Non-ACF.bACF","2014.1",21929,0.24,
"2014","1","males","40-49","Non-ACF","a) HIV-negative",4,"bACF","Non-ACF.bACF","2014.1",21929,0.24,16666.04
"2014","1","males","40-49","Non-ACF","b) HIV-positive",11,"bACF","Non-ACF.bACF","2014.1",21929,0.24,5262.96
"2014","1","males","50+","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2014.1",6350,0.199,5086.35
"2014","1","males","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2014.1",17506,0.251,
"2014","1","males","50+","Non-ACF","a) HIV-negative",5,"bACF","Non-ACF.bACF","2014.1",17506,0.251,13111.994
"2014","1","males","50+","Non-ACF","b) HIV-positive",1,"bACF","Non-ACF.bACF","2014.1",17506,0.251,4394.006
"2014","2","females","16-19","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2014.2",32781,0.028,31863.132
"2014","2","females","20-29","ACF",,1,"bACF","ACF.bACF","2014.2",25801,0.073,
"2014","2","females","20-29","ACF","a) HIV-negative",6,"bACF","ACF.bACF","2014.2",25801,0.073,23917.527
"2014","2","females","20-29","ACF","b) HIV-positive",10,"bACF","ACF.bACF","2014.2",25801,0.073,1883.473
"2014","2","females","20-29","Non-ACF",,2,"bACF","Non-ACF.bACF","2014.2",59260,0.09,
"2014","2","females","20-29","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2014.2",59260,0.09,53926.6
"2014","2","females","20-29","Non-ACF","b) HIV-positive",4,"bACF","Non-ACF.bACF","2014.2",59260,0.09,5333.4
"2014","2","females","30-39","ACF",,3,"bACF","ACF.bACF","2014.2",20959,0.206,
"2014","2","females","30-39","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2014.2",20959,0.206,16641.446
"2014","2","females","30-39","ACF","b) HIV-positive",10,"bACF","ACF.bACF","2014.2",20959,0.206,4317.554
"2014","2","females","30-39","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2014.2",31172,0.212,24563.536
"2014","2","females","30-39","Non-ACF","b) HIV-positive",8,"bACF","Non-ACF.bACF","2014.2",31172,0.212,6608.464
"2014","2","females","40-49","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2014.2",7476,0.356,4814.544
"2014","2","females","40-49","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2014.2",7476,0.356,2661.456
"2014","2","females","40-49","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2014.2",15938,0.325,10758.15
"2014","2","females","40-49","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2014.2",15938,0.325,5179.85
"2014","2","females","50+","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2014.2",6651,0.184,5427.216
"2014","2","females","50+","Non-ACF","a) HIV-negative",2,"bACF","Non-ACF.bACF","2014.2",12607,0.215,9896.495
"2014","2","females","50+","Non-ACF","b) HIV-positive",4,"bACF","Non-ACF.bACF","2014.2",12607,0.215,2710.505
"2014","2","males","16-19","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2014.2",11044,0.022,10801.032
"2014","2","males","16-19","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2014.2",29224,0.019,28668.744
"2014","2","males","20-29","ACF",,3,"bACF","ACF.bACF","2014.2",26458,0.016,
"2014","2","males","20-29","ACF","a) HIV-negative",8,"bACF","ACF.bACF","2014.2",26458,0.016,26034.672
"2014","2","males","20-29","ACF","b) HIV-positive",8,"bACF","ACF.bACF","2014.2",26458,0.016,423.328
"2014","2","males","20-29","Non-ACF",,3,"bACF","Non-ACF.bACF","2014.2",55026,0.017,
"2014","2","males","20-29","Non-ACF","a) HIV-negative",13,"bACF","Non-ACF.bACF","2014.2",55026,0.017,54090.558
"2014","2","males","20-29","Non-ACF","b) HIV-positive",11,"bACF","Non-ACF.bACF","2014.2",55026,0.017,935.442
"2014","2","males","30-39","ACF",,3,"bACF","ACF.bACF","2014.2",18344,0.111,
"2014","2","males","30-39","ACF","a) HIV-negative",8,"bACF","ACF.bACF","2014.2",18344,0.111,16307.816
"2014","2","males","30-39","ACF","b) HIV-positive",17,"bACF","ACF.bACF","2014.2",18344,0.111,2036.184
"2014","2","males","30-39","Non-ACF",,4,"bACF","Non-ACF.bACF","2014.2",39938,0.145,
"2014","2","males","30-39","Non-ACF","a) HIV-negative",13,"bACF","Non-ACF.bACF","2014.2",39938,0.145,34146.99
"2014","2","males","30-39","Non-ACF","b) HIV-positive",19,"bACF","Non-ACF.bACF","2014.2",39938,0.145,5791.01
"2014","2","males","40-49","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2014.2",8207,0.248,6171.664
"2014","2","males","40-49","ACF","b) HIV-positive",8,"bACF","ACF.bACF","2014.2",8207,0.248,2035.336
"2014","2","males","40-49","Non-ACF",,1,"bACF","Non-ACF.bACF","2014.2",22233,0.24,
"2014","2","males","40-49","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2014.2",22233,0.24,16897.08
"2014","2","males","40-49","Non-ACF","b) HIV-positive",6,"bACF","Non-ACF.bACF","2014.2",22233,0.24,5335.92
"2014","2","males","50+","ACF",,1,"bACF","ACF.bACF","2014.2",6397,0.199,
"2014","2","males","50+","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2014.2",6397,0.199,5123.997
"2014","2","males","50+","ACF","b) HIV-positive",1,"bACF","ACF.bACF","2014.2",6397,0.199,1273.003
"2014","2","males","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2014.2",17636,0.251,
"2014","2","males","50+","Non-ACF","a) HIV-negative",4,"bACF","Non-ACF.bACF","2014.2",17636,0.251,13209.364
"2014","2","males","50+","Non-ACF","b) HIV-positive",5,"bACF","Non-ACF.bACF","2014.2",17636,0.251,4426.636
"2014","3","females","16-19","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2014.3",10306,0.03,9996.82
"2014","3","females","16-19","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2014.3",32994,0.028,32070.168
"2014","3","females","16-19","Non-ACF","b) HIV-positive",2,"bACF","Non-ACF.bACF","2014.3",32994,0.028,923.832
"2014","3","females","20-29","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2014.3",25839,0.073,23952.753
"2014","3","females","20-29","ACF","b) HIV-positive",9,"bACF","ACF.bACF","2014.3",25839,0.073,1886.247
"2014","3","females","20-29","Non-ACF",,2,"bACF","Non-ACF.bACF","2014.3",59345,0.09,
"2014","3","females","20-29","Non-ACF","a) HIV-negative",6,"bACF","Non-ACF.bACF","2014.3",59345,0.09,54003.95
"2014","3","females","20-29","Non-ACF","b) HIV-positive",6,"bACF","Non-ACF.bACF","2014.3",59345,0.09,5341.05
"2014","3","females","30-39","ACF",,1,"bACF","ACF.bACF","2014.3",21210,0.206,
"2014","3","females","30-39","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2014.3",21210,0.206,16840.74
"2014","3","females","30-39","ACF","b) HIV-positive",10,"bACF","ACF.bACF","2014.3",21210,0.206,4369.26
"2014","3","females","30-39","Non-ACF",,1,"bACF","Non-ACF.bACF","2014.3",31546,0.212,
"2014","3","females","30-39","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2014.3",31546,0.212,24858.248
"2014","3","females","30-39","Non-ACF","b) HIV-positive",15,"bACF","Non-ACF.bACF","2014.3",31546,0.212,6687.752
"2014","3","females","40-49","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2014.3",7564,0.356,4871.216
"2014","3","females","40-49","ACF","b) HIV-positive",5,"bACF","ACF.bACF","2014.3",7564,0.356,2692.784
"2014","3","females","40-49","Non-ACF",,1,"bACF","Non-ACF.bACF","2014.3",16128,0.325,
"2014","3","females","40-49","Non-ACF","a) HIV-negative",4,"bACF","Non-ACF.bACF","2014.3",16128,0.325,10886.4
"2014","3","females","40-49","Non-ACF","b) HIV-positive",4,"bACF","Non-ACF.bACF","2014.3",16128,0.325,5241.6
"2014","3","females","50+","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2014.3",6721,0.184,5484.336
"2014","3","females","50+","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2014.3",6721,0.184,1236.664
"2014","3","females","50+","Non-ACF","a) HIV-negative",1,"bACF","Non-ACF.bACF","2014.3",12738,0.215,9999.33
"2014","3","females","50+","Non-ACF","b) HIV-positive",3,"bACF","Non-ACF.bACF","2014.3",12738,0.215,2738.67
"2014","3","males","16-19","ACF","a) HIV-negative",3,"bACF","ACF.bACF","2014.3",11132,0.022,10887.096
"2014","3","males","20-29","ACF","a) HIV-negative",14,"bACF","ACF.bACF","2014.3",26479,0.016,26055.336
"2014","3","males","20-29","ACF","b) HIV-positive",3,"bACF","ACF.bACF","2014.3",26479,0.016,423.664
"2014","3","males","20-29","Non-ACF",,2,"bACF","Non-ACF.bACF","2014.3",55067,0.017,
"2014","3","males","20-29","Non-ACF","a) HIV-negative",12,"bACF","Non-ACF.bACF","2014.3",55067,0.017,54130.861
"2014","3","males","20-29","Non-ACF","b) HIV-positive",11,"bACF","Non-ACF.bACF","2014.3",55067,0.017,936.139
"2014","3","males","30-39","ACF",,2,"bACF","ACF.bACF","2014.3",18439,0.111,
"2014","3","males","30-39","ACF","a) HIV-negative",4,"bACF","ACF.bACF","2014.3",18439,0.111,16392.271
"2014","3","males","30-39","ACF","b) HIV-positive",19,"bACF","ACF.bACF","2014.3",18439,0.111,2046.729
"2014","3","males","30-39","Non-ACF",,4,"bACF","Non-ACF.bACF","2014.3",40147,0.145,
"2014","3","males","30-39","Non-ACF","a) HIV-negative",13,"bACF","Non-ACF.bACF","2014.3",40147,0.145,34325.685
"2014","3","males","30-39","Non-ACF","b) HIV-positive",19,"bACF","Non-ACF.bACF","2014.3",40147,0.145,5821.315
"2014","3","males","40-49","ACF",,1,"bACF","ACF.bACF","2014.3",8319,0.248,
"2014","3","males","40-49","ACF","a) HIV-negative",1,"bACF","ACF.bACF","2014.3",8319,0.248,6255.888
"2014","3","males","40-49","ACF","b) HIV-positive",11,"bACF","ACF.bACF","2014.3",8319,0.248,2063.112
"2014","3","males","40-49","Non-ACF","a) HIV-negative",4,"bACF","Non-ACF.bACF","2014.3",22540,0.24,17130.4
"2014","3","males","40-49","Non-ACF","b) HIV-positive",13,"bACF","Non-ACF.bACF","2014.3",22540,0.24,5409.6
"2014","3","males","50+","ACF",,2,"bACF","ACF.bACF","2014.3",6444,0.199,
"2014","3","males","50+","ACF","a) HIV-negative",2,"bACF","ACF.bACF","2014.3",6444,0.199,5161.644
"2014","3","males","50+","ACF","b) HIV-positive",8,"bACF","ACF.bACF","2014.3",6444,0.199,1282.356
"2014","3","males","50+","Non-ACF",,1,"bACF","Non-ACF.bACF","2014.3",17766,0.251,
"2014","3","males","50+","Non-ACF","a) HIV-negative",3,"bACF","Non-ACF.bACF","2014.3",17766,0.251,13306.734
"2014","3","males","50+","Non-ACF","b) HIV-positive",6,"bACF","Non-ACF.bACF","2014.3",17766,0.251,4459.266
"2014","4","females","16-19","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2014.4",10372,0.03,10060.84
"2014","4","females","16-19","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2014.4",10372,0.03,311.16
"2014","4","females","16-19","Non-ACF","b) HIV-positive",2,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",33207,0.028,929.796
"2014","4","females","20-29","ACF","a) HIV-negative",7,"cpost-ACF","ACF.cpost-ACF","2014.4",25876,0.073,23987.052
"2014","4","females","20-29","ACF","b) HIV-positive",9,"cpost-ACF","ACF.cpost-ACF","2014.4",25876,0.073,1888.948
"2014","4","females","20-29","Non-ACF","a) HIV-negative",4,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",59432,0.09,54083.12
"2014","4","females","20-29","Non-ACF","b) HIV-positive",10,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",59432,0.09,5348.88
"2014","4","females","30-39","ACF","b) HIV-positive",7,"cpost-ACF","ACF.cpost-ACF","2014.4",21461,0.206,4420.966
"2014","4","females","30-39","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",31920,0.212,
"2014","4","females","30-39","Non-ACF","b) HIV-positive",19,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",31920,0.212,6767.04
"2014","4","females","40-49","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2014.4",7653,0.356,2724.468
"2014","4","females","40-49","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",16317,0.325,11013.975
"2014","4","females","40-49","Non-ACF","b) HIV-positive",9,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",16317,0.325,5303.025
"2014","4","females","50+","ACF","b) HIV-positive",2,"cpost-ACF","ACF.cpost-ACF","2014.4",6790,0.184,1249.36
"2014","4","females","50+","Non-ACF","a) HIV-negative",5,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",12870,0.215,10102.95
"2014","4","females","50+","Non-ACF","b) HIV-positive",3,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",12870,0.215,2767.05
"2014","4","males","16-19","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",29687,0.019,
"2014","4","males","20-29","ACF","a) HIV-negative",8,"cpost-ACF","ACF.cpost-ACF","2014.4",26499,0.016,26075.016
"2014","4","males","20-29","ACF","b) HIV-positive",8,"cpost-ACF","ACF.cpost-ACF","2014.4",26499,0.016,423.984
"2014","4","males","20-29","Non-ACF",,3,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",55109,0.017,
"2014","4","males","20-29","Non-ACF","a) HIV-negative",11,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",55109,0.017,54172.147
"2014","4","males","20-29","Non-ACF","b) HIV-positive",11,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",55109,0.017,936.853
"2014","4","males","30-39","ACF",,3,"cpost-ACF","ACF.cpost-ACF","2014.4",18536,0.111,
"2014","4","males","30-39","ACF","a) HIV-negative",8,"cpost-ACF","ACF.cpost-ACF","2014.4",18536,0.111,16478.504
"2014","4","males","30-39","ACF","b) HIV-positive",19,"cpost-ACF","ACF.cpost-ACF","2014.4",18536,0.111,2057.496
"2014","4","males","30-39","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",40356,0.145,
"2014","4","males","30-39","Non-ACF","a) HIV-negative",6,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",40356,0.145,34504.38
"2014","4","males","30-39","Non-ACF","b) HIV-positive",23,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",40356,0.145,5851.62
"2014","4","males","40-49","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2014.4",8432,0.248,6340.864
"2014","4","males","40-49","ACF","b) HIV-positive",4,"cpost-ACF","ACF.cpost-ACF","2014.4",8432,0.248,2091.136
"2014","4","males","40-49","Non-ACF",,2,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",22844,0.24,
"2014","4","males","40-49","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",22844,0.24,17361.44
"2014","4","males","40-49","Non-ACF","b) HIV-positive",15,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",22844,0.24,5482.56
"2014","4","males","50+","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2014.4",6491,0.199,1291.709
"2014","4","males","50+","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",17897,0.251,
"2014","4","males","50+","Non-ACF","a) HIV-negative",5,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",17897,0.251,13404.853
"2014","4","males","50+","Non-ACF","b) HIV-positive",9,"cpost-ACF","Non-ACF.cpost-ACF","2014.4",17897,0.251,4492.147
"2015","1","females","16-19","ACF",,2,"cpost-ACF","ACF.cpost-ACF","2015.1",10439,0.03,
"2015","1","females","16-19","ACF","a) HIV-negative",3,"cpost-ACF","ACF.cpost-ACF","2015.1",10439,0.03,10125.83
"2015","1","females","16-19","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",33419,0.028,32483.268
"2015","1","females","16-19","Non-ACF","b) HIV-positive",2,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",33419,0.028,935.732
"2015","1","females","20-29","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2015.1",25913,0.073,
"2015","1","females","20-29","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2015.1",25913,0.073,24021.351
"2015","1","females","20-29","ACF","b) HIV-positive",6,"cpost-ACF","ACF.cpost-ACF","2015.1",25913,0.073,1891.649
"2015","1","females","20-29","Non-ACF","a) HIV-negative",8,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",59518,0.09,54161.38
"2015","1","females","20-29","Non-ACF","b) HIV-positive",9,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",59518,0.09,5356.62
"2015","1","females","30-39","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2015.1",21712,0.206,
"2015","1","females","30-39","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2015.1",21712,0.206,17239.328
"2015","1","females","30-39","ACF","b) HIV-positive",10,"cpost-ACF","ACF.cpost-ACF","2015.1",21712,0.206,4472.672
"2015","1","females","30-39","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",32293,0.212,25446.884
"2015","1","females","30-39","Non-ACF","b) HIV-positive",12,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",32293,0.212,6846.116
"2015","1","females","40-49","ACF","b) HIV-positive",5,"cpost-ACF","ACF.cpost-ACF","2015.1",7742,0.356,2756.152
"2015","1","females","40-49","Non-ACF","b) HIV-positive",3,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",16506,0.325,5364.45
"2015","1","females","50+","ACF","b) HIV-positive",3,"cpost-ACF","ACF.cpost-ACF","2015.1",6859,0.184,1262.056
"2015","1","females","50+","Non-ACF","a) HIV-negative",2,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",13002,0.215,10206.57
"2015","1","females","50+","Non-ACF","b) HIV-positive",2,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",13002,0.215,2795.43
"2015","1","males","16-19","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2015.1",11307,0.022,248.754
"2015","1","males","16-19","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",29919,0.019,
"2015","1","males","16-19","Non-ACF","b) HIV-positive",1,"cpost-ACF","Non-ACF.cpost-ACF","2015.1",29919,0.019,568.461
"2015","1","males","20-29","ACF","a) HIV-negative",12,"cpost-ACF","ACF.cpost-ACF","2015.1",26519,0.016,26094.696
"2015","1","males","20-29","ACF","b) HIV-positive",6,"cpost-ACF","ACF.cpost-ACF","2015.1",26519,0.016,424.304
