year,quarter,sex,age,acf,population,hiv,n,hiv_prev,hivpop,period,acfperiod
2010,2,females,40-49,ACF,6055,b) HIV-positive,1,0.32,1937.6,apre-ACF,ACF.apre-ACF
2010,3,females,40-49,ACF,6144,,1,0.32,,apre-ACF,ACF.apre-ACF
2010,3,females,40-49,ACF,6144,b) HIV-positive,2,0.32,1966.08,apre-ACF,ACF.apre-ACF
2010,4,females,40-49,ACF,6233,a) HIV-negative,1,0.32,4238.44,apre-ACF,ACF.apre-ACF
2010,4,females,40-49,ACF,6233,b) HIV-positive,3,0.32,1994.56,apre-ACF,ACF.apre-ACF
2011,1,females,40-49,ACF,6321,,1,0.32,,apre-ACF,ACF.apre-ACF
2011,1,females,40-49,ACF,6321,b) HIV-positive,1,0.32,2022.72,apre-ACF,ACF.apre-ACF
2011,2,females,40-49,ACF,6410,,1,0.32,,bACF,ACF.bACF
2011,2,females,40-49,ACF,6410,b) HIV-positive,6,0.32,2051.2,bACF,ACF.bACF
2011,3,females,40-49,ACF,6499,,3,0.32,,bACF,ACF.bACF
2011,3,females,40-49,ACF,6499,a) HIV-negative,1,0.32,4419.32,bACF,ACF.bACF
2011,3,females,40-49,ACF,6499,b) HIV-positive,2,0.32,2079.68,bACF,ACF.bACF
2011,4,females,40-49,ACF,6588,,2,0.32,,bACF,ACF.bACF
2011,4,females,40-49,ACF,6588,a) HIV-negative,1,0.32,4479.84,bACF,ACF.bACF
2011,4,females,40-49,ACF,6588,b) HIV-positive,3,0.32,2108.16,bACF,ACF.bACF
2012,1,females,40-49,ACF,6676,,1,0.32,,bACF,ACF.bACF
2012,1,females,40-49,ACF,6676,b) HIV-positive,2,0.32,2136.32,bACF,ACF.bACF
2012,2,females,40-49,ACF,6765,a) HIV-negative,2,0.32,4600.2,bACF,ACF.bACF
2012,2,females,40-49,ACF,6765,b) HIV-positive,5,0.32,2164.8,bACF,ACF.bACF
2012,3,females,40-49,ACF,6854,,1,0.32,,bACF,ACF.bACF
2012,3,females,40-49,ACF,6854,b) HIV-positive,7,0.32,2193.28,bACF,ACF.bACF
2012,4,females,40-49,ACF,6943,a) HIV-negative,2,0.32,4721.24,bACF,ACF.bACF
2012,4,females,40-49,ACF,6943,b) HIV-positive,1,0.32,2221.76,bACF,ACF.bACF
2013,1,females,40-49,ACF,7031,,2,0.32,,bACF,ACF.bACF
2013,1,females,40-49,ACF,7031,a) HIV-negative,1,0.32,4781.08,bACF,ACF.bACF
2013,1,females,40-49,ACF,7031,b) HIV-positive,4,0.32,2249.92,bACF,ACF.bACF
2013,2,females,40-49,ACF,7121,a) HIV-negative,1,0.32,4842.28,bACF,ACF.bACF
2013,2,females,40-49,ACF,7121,b) HIV-positive,4,0.32,2278.72,bACF,ACF.bACF
2013,3,females,40-49,ACF,7209,b) HIV-positive,4,0.32,2306.88,bACF,ACF.bACF
2013,4,females,40-49,ACF,7298,,1,0.32,,bACF,ACF.bACF
2013,4,females,40-49,ACF,7298,a) HIV-negative,1,0.32,4962.64,bACF,ACF.bACF
2013,4,females,40-49,ACF,7298,b) HIV-positive,3,0.32,2335.36,bACF,ACF.bACF
2014,1,females,40-49,ACF,7387,a) HIV-negative,2,0.32,5023.16,bACF,ACF.bACF
2014,1,females,40-49,ACF,7387,b) HIV-positive,8,0.32,2363.84,bACF,ACF.bACF
2014,2,females,40-49,ACF,7476,a) HIV-negative,1,0.32,5083.68,bACF,ACF.bACF
2014,2,females,40-49,ACF,7476,b) HIV-positive,5,0.32,2392.32,bACF,ACF.bACF
2014,3,females,40-49,ACF,7564,a) HIV-negative,5,0.32,5143.52,bACF,ACF.bACF
2014,3,females,40-49,ACF,7564,b) HIV-positive,5,0.32,2420.48,bACF,ACF.bACF
2014,4,females,40-49,ACF,7653,b) HIV-positive,3,0.32,2448.96,cpost-ACF,ACF.cpost-ACF
2015,1,females,40-49,ACF,7742,b) HIV-positive,6,0.32,2477.44,cpost-ACF,ACF.cpost-ACF
2015,2,females,40-49,ACF,7831,a) HIV-negative,1,0.32,5325.08,cpost-ACF,ACF.cpost-ACF
2015,2,females,40-49,ACF,7831,b) HIV-positive,3,0.32,2505.92,cpost-ACF,ACF.cpost-ACF
2015,3,females,40-49,ACF,7919,a) HIV-negative,1,0.32,5384.92,cpost-ACF,ACF.cpost-ACF
2015,3,females,40-49,ACF,7919,b) HIV-positive,7,0.32,2534.08,cpost-ACF,ACF.cpost-ACF
2015,4,females,40-49,ACF,8008,b) HIV-positive,7,0.32,2562.56,cpost-ACF,ACF.cpost-ACF
2016,1,females,40-49,ACF,8097,a) HIV-negative,1,0.32,5505.96,cpost-ACF,ACF.cpost-ACF
2016,1,females,40-49,ACF,8097,b) HIV-positive,3,0.32,2591.04,cpost-ACF,ACF.cpost-ACF
2016,2,females,40-49,ACF,8186,b) HIV-positive,4,0.32,2619.52,cpost-ACF,ACF.cpost-ACF
2016,3,females,40-49,ACF,8274,a) HIV-negative,1,0.32,5626.32,cpost-ACF,ACF.cpost-ACF
2016,3,females,40-49,ACF,8274,b) HIV-positive,6,0.32,2647.68,cpost-ACF,ACF.cpost-ACF
2016,4,females,40-49,ACF,8363,a) HIV-negative,1,0.32,5686.84,cpost-ACF,ACF.cpost-ACF
2016,4,females,40-49,ACF,8363,b) HIV-positive,1,0.32,2676.16,cpost-ACF,ACF.cpost-ACF
2017,1,females,40-49,ACF,8452,b) HIV-positive,2,0.32,2704.64,cpost-ACF,ACF.cpost-ACF
2017,2,females,40-49,ACF,8541,a) HIV-negative,1,0.32,5807.88,cpost-ACF,ACF.cpost-ACF
2017,2,females,40-49,ACF,8541,b) HIV-positive,2,0.32,2733.12,cpost-ACF,ACF.cpost-ACF
2017,3,females,40-49,ACF,8630,b) HIV-positive,6,0.32,2761.6,cpost-ACF,ACF.cpost-ACF
2017,4,females,40-49,ACF,8719,b) HIV-positive,2,0.32,2790.08,cpost-ACF,ACF.cpost-ACF
2018,1,females,40-49,ACF,8807,b) HIV-positive,1,0.32,2818.24,cpost-ACF,ACF.cpost-ACF
2018,2,females,40-49,ACF,8896,a) HIV-negative,3,0.32,6049.28,cpost-ACF,ACF.cpost-ACF
2018,2,females,40-49,ACF,8896,b) HIV-positive,5,0.32,2846.72,cpost-ACF,ACF.cpost-ACF
2018,3,females,40-49,ACF,8983,b) HIV-positive,2,0.32,2874.56,cpost-ACF,ACF.cpost-ACF
2018,4,females,40-49,ACF,9070,b) HIV-positive,3,0.32,2902.4,cpost-ACF,ACF.cpost-ACF
2009,1,males,40-49,ACF,5840,,4,0.22,,apre-ACF,ACF.apre-ACF
2009,1,males,40-49,ACF,5840,b) HIV-positive,2,0.22,1284.8,apre-ACF,ACF.apre-ACF
2009,2,males,40-49,ACF,5953,,3,0.22,,apre-ACF,ACF.apre-ACF
2009,2,males,40-49,ACF,5953,a) HIV-negative,1,0.22,4643.34,apre-ACF,ACF.apre-ACF
2009,2,males,40-49,ACF,5953,b) HIV-positive,5,0.22,1309.66,apre-ACF,ACF.apre-ACF
2009,3,males,40-49,ACF,6065,,3,0.22,,apre-ACF,ACF.apre-ACF
2009,3,males,40-49,ACF,6065,a) HIV-negative,1,0.22,4730.7,apre-ACF,ACF.apre-ACF
2009,3,males,40-49,ACF,6065,b) HIV-positive,2,0.22,1334.3,apre-ACF,ACF.apre-ACF
2009,4,males,40-49,ACF,6178,a) HIV-negative,1,0.22,4818.84,apre-ACF,ACF.apre-ACF
2009,4,males,40-49,ACF,6178,b) HIV-positive,6,0.22,1359.16,apre-ACF,ACF.apre-ACF
2010,1,males,40-49,ACF,6291,,1,0.22,,apre-ACF,ACF.apre-ACF
2010,1,males,40-49,ACF,6291,a) HIV-negative,2,0.22,4906.98,apre-ACF,ACF.apre-ACF
2010,1,males,40-49,ACF,6291,b) HIV-positive,6,0.22,1384.02,apre-ACF,ACF.apre-ACF
2010,2,males,40-49,ACF,6403,,1,0.22,,apre-ACF,ACF.apre-ACF
2010,2,males,40-49,ACF,6403,b) HIV-positive,4,0.22,1408.66,apre-ACF,ACF.apre-ACF
2010,3,males,40-49,ACF,6516,,2,0.22,,apre-ACF,ACF.apre-ACF
2010,3,males,40-49,ACF,6516,b) HIV-positive,8,0.22,1433.52,apre-ACF,ACF.apre-ACF
2010,4,males,40-49,ACF,6629,,2,0.22,,apre-ACF,ACF.apre-ACF
2010,4,males,40-49,ACF,6629,a) HIV-negative,1,0.22,5170.62,apre-ACF,ACF.apre-ACF
2010,4,males,40-49,ACF,6629,b) HIV-positive,2,0.22,1458.38,apre-ACF,ACF.apre-ACF
2011,1,males,40-49,ACF,6742,b) HIV-positive,1,0.22,1483.24,apre-ACF,ACF.apre-ACF
2011,2,males,40-49,ACF,6854,,1,0.22,,bACF,ACF.bACF
2011,2,males,40-49,ACF,6854,a) HIV-negative,3,0.22,5346.12,bACF,ACF.bACF
2011,2,males,40-49,ACF,6854,b) HIV-positive,7,0.22,1507.88,bACF,ACF.bACF
2011,3,males,40-49,ACF,6967,b) HIV-positive,8,0.22,1532.74,bACF,ACF.bACF
2011,4,males,40-49,ACF,7080,b) HIV-positive,5,0.22,1557.6,bACF,ACF.bACF
2012,1,males,40-49,ACF,7192,a) HIV-negative,1,0.22,5609.76,bACF,ACF.bACF
2012,1,males,40-49,ACF,7192,b) HIV-positive,10,0.22,1582.24,bACF,ACF.bACF
2012,2,males,40-49,ACF,7305,,3,0.22,,bACF,ACF.bACF
2012,2,males,40-49,ACF,7305,a) HIV-negative,2,0.22,5697.9,bACF,ACF.bACF
2012,2,males,40-49,ACF,7305,b) HIV-positive,8,0.22,1607.1,bACF,ACF.bACF
2012,3,males,40-49,ACF,7418,a) HIV-negative,5,0.22,5786.04,bACF,ACF.bACF
2012,3,males,40-49,ACF,7418,b) HIV-positive,10,0.22,1631.96,bACF,ACF.bACF
2012,4,males,40-49,ACF,7531,,1,0.22,,bACF,ACF.bACF
2012,4,males,40-49,ACF,7531,a) HIV-negative,2,0.22,5874.18,bACF,ACF.bACF
2012,4,males,40-49,ACF,7531,b) HIV-positive,10,0.22,1656.82,bACF,ACF.bACF
2013,1,males,40-49,ACF,7643,,1,0.22,,bACF,ACF.bACF
2013,1,males,40-49,ACF,7643,a) HIV-negative,2,0.22,5961.54,bACF,ACF.bACF
2013,1,males,40-49,ACF,7643,b) HIV-positive,8,0.22,1681.46,bACF,ACF.bACF
2013,2,males,40-49,ACF,7756,a) HIV-negative,2,0.22,6049.68,bACF,ACF.bACF
2013,2,males,40-49,ACF,7756,b) HIV-positive,5,0.22,1706.32,bACF,ACF.bACF
2013,3,males,40-49,ACF,7869,,2,0.22,,bACF,ACF.bACF
2013,3,males,40-49,ACF,7869,a) HIV-negative,1,0.22,6137.82,bACF,ACF.bACF
2013,3,males,40-49,ACF,7869,b) HIV-positive,1,0.22,1731.18,bACF,ACF.bACF
2013,4,males,40-49,ACF,7981,,1,0.22,,bACF,ACF.bACF
2013,4,males,40-49,ACF,7981,a) HIV-negative,1,0.22,6225.18,bACF,ACF.bACF
2013,4,males,40-49,ACF,7981,b) HIV-positive,3,0.22,1755.82,bACF,ACF.bACF
2014,1,males,40-49,ACF,8094,,2,0.22,,bACF,ACF.bACF
2014,1,males,40-49,ACF,8094,a) HIV-negative,2,0.22,6313.32,bACF,ACF.bACF
2014,1,males,40-49,ACF,8094,b) HIV-positive,10,0.22,1780.68,bACF,ACF.bACF
2014,2,males,40-49,ACF,8207,,1,0.22,,bACF,ACF.bACF
2014,2,males,40-49,ACF,8207,a) HIV-negative,2,0.22,6401.46,bACF,ACF.bACF
2014,2,males,40-49,ACF,8207,b) HIV-positive,9,0.22,1805.54,bACF,ACF.bACF
2014,3,males,40-49,ACF,8319,,3,0.22,,bACF,ACF.bACF
2014,3,males,40-49,ACF,8319,a) HIV-negative,3,0.22,6488.82,bACF,ACF.bACF
2014,3,males,40-49,ACF,8319,b) HIV-positive,12,0.22,1830.18,bACF,ACF.bACF
2014,4,males,40-49,ACF,8432,,1,0.22,,cpost-ACF,ACF.cpost-ACF
2014,4,males,40-49,ACF,8432,a) HIV-negative,2,0.22,6576.96,cpost-ACF,ACF.cpost-ACF
2014,4,males,40-49,ACF,8432,b) HIV-positive,6,0.22,1855.04,cpost-ACF,ACF.cpost-ACF
2015,1,males,40-49,ACF,8545,,2,0.22,,cpost-ACF,ACF.cpost-ACF
2015,1,males,40-49,ACF,8545,a) HIV-negative,3,0.22,6665.1,cpost-ACF,ACF.cpost-ACF
2015,1,males,40-49,ACF,8545,b) HIV-positive,6,0.22,1879.9,cpost-ACF,ACF.cpost-ACF
2015,2,males,40-49,ACF,8657,,1,0.22,,cpost-ACF,ACF.cpost-ACF
2015,2,males,40-49,ACF,8657,a) HIV-negative,4,0.22,6752.46,cpost-ACF,ACF.cpost-ACF
2015,2,males,40-49,ACF,8657,b) HIV-positive,7,0.22,1904.54,cpost-ACF,ACF.cpost-ACF
2015,3,males,40-49,ACF,8770,,1,0.22,,cpost-ACF,ACF.cpost-ACF
2015,3,males,40-49,ACF,8770,a) HIV-negative,5,0.22,6840.6,cpost-ACF,ACF.cpost-ACF
2015,3,males,40-49,ACF,8770,b) HIV-positive,11,0.22,1929.4,cpost-ACF,ACF.cpost-ACF
2015,4,males,40-49,ACF,8883,a) HIV-negative,1,0.22,6928.74,cpost-ACF,ACF.cpost-ACF
2015,4,males,40-49,ACF,8883,b) HIV-positive,7,0.22,1954.26,cpost-ACF,ACF.cpost-ACF
2016,1,males,40-49,ACF,8996,a) HIV-negative,3,0.22,7016.88,cpost-ACF,ACF.cpost-ACF
2016,1,males,40-49,ACF,8996,b) HIV-positive,8,0.22,1979.12,cpost-ACF,ACF.cpost-ACF
2016,2,males,40-49,ACF,9108,,1,0.22,,cpost-ACF,ACF.cpost-ACF
2016,2,males,40-49,ACF,9108,a) HIV-negative,2,0.22,7104.24,cpost-ACF,ACF.cpost-ACF
2016,2,males,40-49,ACF,9108,b) HIV-positive,15,0.22,2003.76,cpost-ACF,ACF.cpost-ACF
2016,3,males,40-49,ACF,9221,a) HIV-negative,2,0.22,7192.38,cpost-ACF,ACF.cpost-ACF
2016,3,males,40-49,ACF,9221,b) HIV-positive,3,0.22,2028.62,cpost-ACF,ACF.cpost-ACF
2016,4,males,40-49,ACF,9334,b) HIV-positive,11,0.22,2053.48,cpost-ACF,ACF.cpost-ACF
2017,1,males,40-49,ACF,9446,a) HIV-negative,6,0.22,7367.88,cpost-ACF,ACF.cpost-ACF
2017,1,males,40-49,ACF,9446,b) HIV-positive,11,0.22,2078.12,cpost-ACF,ACF.cpost-ACF
2017,2,males,40-49,ACF,9559,,1,0.22,,cpost-ACF,ACF.cpost-ACF
2017,2,males,40-49,ACF,9559,a) HIV-negative,5,0.22,7456.02,cpost-ACF,ACF.cpost-ACF
2017,2,males,40-49,ACF,9559,b) HIV-positive,13,0.22,2102.98,cpost-ACF,ACF.cpost-ACF
2017,3,males,40-49,ACF,9672,a) HIV-negative,2,0.22,7544.16,cpost-ACF,ACF.cpost-ACF
2017,3,males,40-49,ACF,9672,b) HIV-positive,7,0.22,2127.84,cpost-ACF,ACF.cpost-ACF
2017,4,males,40-49,ACF,9784,a) HIV-negative,3,0.22,7631.52,cpost-ACF,ACF.cpost-ACF
2017,4,males,40-49,ACF,9784,b) HIV-positive,11,0.22,2152.48,cpost-ACF,ACF.cpost-ACF
2018,1,males,40-49,ACF,9897,a) HIV-negative,3,0.22,7719.66,cpost-ACF,ACF.cpost-ACF
2018,1,males,40-49,ACF,9897,b) HIV-positive,6,0.22,2177.34,cpost-ACF,ACF.cpost-ACF
2018,2,males,40-49,ACF,10010,a) HIV-negative,4,0.22,7807.8,cpost-ACF,ACF.cpost-ACF
2018,2,males,40-49,ACF,10010,b) HIV-positive,4,0.22,2202.2,cpost-ACF,ACF.cpost-ACF
2018,3,males,40-49,ACF,10120,a) HIV-negative,3,0.22,7893.6,cpost-ACF,ACF.cpost-ACF
2018,3,males,40-49,ACF,10120,b) HIV-positive,11,0.22,2226.4,cpost-ACF,ACF.cpost-ACF
2018,4,males,40-49,ACF,10231,a) HIV-negative,3,0.22,7980.18,cpost-ACF,ACF.cpost-ACF
2018,4,males,40-49,ACF,10231,b) HIV-positive,7,0.22,2250.82,cpost-ACF,ACF.cpost-ACF
2009,1,females,50+,ACF,5194,,1,0.162,,apre-ACF,ACF.apre-ACF
2009,1,females,50+,ACF,5194,b) HIV-positive,3,0.162,841.428,apre-ACF,ACF.apre-ACF
2009,2,females,50+,ACF,5263,,1,0.162,,apre-ACF,ACF.apre-ACF
2009,2,females,50+,ACF,5263,a) HIV-negative,1,0.162,4410.394,apre-ACF,ACF.apre-ACF
2009,2,females,50+,ACF,5263,b) HIV-positive,3,0.162,852.606,apre-ACF,ACF.apre-ACF
2009,3,females,50+,ACF,5332,,1,0.162,,apre-ACF,ACF.apre-ACF
2009,4,females,50+,ACF,5402,,,0.162,,apre-ACF,ACF.apre-ACF
2010,1,females,50+,ACF,5471,b) HIV-positive,1,0.162,886.302,apre-ACF,ACF.apre-ACF
2010,2,females,50+,ACF,5541,,,0.162,,apre-ACF,ACF.apre-ACF
2010,3,females,50+,ACF,5610,a) HIV-negative,1,0.162,4701.18,apre-ACF,ACF.apre-ACF
2010,3,females,50+,ACF,5610,b) HIV-positive,2,0.162,908.82,apre-ACF,ACF.apre-ACF
2010,4,females,50+,ACF,5680,b) HIV-positive,1,0.162,920.16,apre-ACF,ACF.apre-ACF
2011,1,females,50+,ACF,5749,b) HIV-positive,1,0.162,931.338,apre-ACF,ACF.apre-ACF
2011,2,females,50+,ACF,5818,,1,0.162,,bACF,ACF.bACF
2011,2,females,50+,ACF,5818,a) HIV-negative,3,0.162,4875.484,bACF,ACF.bACF
2011,2,females,50+,ACF,5818,b) HIV-positive,1,0.162,942.516,bACF,ACF.bACF
2011,3,females,50+,ACF,5888,b) HIV-positive,2,0.162,953.856,bACF,ACF.bACF
2011,4,females,50+,ACF,5957,a) HIV-negative,1,0.162,4991.966,bACF,ACF.bACF
2012,1,females,50+,ACF,6027,,1,0.162,,bACF,ACF.bACF
2012,1,females,50+,ACF,6027,a) HIV-negative,1,0.162,5050.626,bACF,ACF.bACF
2012,2,females,50+,ACF,6096,a) HIV-negative,4,0.162,5108.448,bACF,ACF.bACF
2012,2,females,50+,ACF,6096,b) HIV-positive,1,0.162,987.552,bACF,ACF.bACF
2012,3,females,50+,ACF,6166,a) HIV-negative,2,0.162,5167.108,bACF,ACF.bACF
2012,3,females,50+,ACF,6166,b) HIV-positive,1,0.162,998.892,bACF,ACF.bACF
2012,4,females,50+,ACF,6235,,1,0.162,,bACF,ACF.bACF
2012,4,females,50+,ACF,6235,b) HIV-positive,3,0.162,1010.07,bACF,ACF.bACF
2013,1,females,50+,ACF,6304,b) HIV-positive,5,0.162,1021.248,bACF,ACF.bACF
2013,2,females,50+,ACF,6373,,2,0.162,,bACF,ACF.bACF
2013,3,females,50+,ACF,6443,a) HIV-negative,1,0.162,5399.234,bACF,ACF.bACF
2013,3,females,50+,ACF,6443,b) HIV-positive,5,0.162,1043.766,bACF,ACF.bACF
2013,4,females,50+,ACF,6512,,2,0.162,,bACF,ACF.bACF
2013,4,females,50+,ACF,6512,b) HIV-positive,2,0.162,1054.944,bACF,ACF.bACF
2014,1,females,50+,ACF,6582,a) HIV-negative,4,0.162,5515.716,bACF,ACF.bACF
2014,1,females,50+,ACF,6582,b) HIV-positive,3,0.162,1066.284,bACF,ACF.bACF
2014,2,females,50+,ACF,6651,a) HIV-negative,2,0.162,5573.538,bACF,ACF.bACF
2014,2,females,50+,ACF,6651,b) HIV-positive,2,0.162,1077.462,bACF,ACF.bACF
2014,3,females,50+,ACF,6721,a) HIV-negative,3,0.162,5632.198,bACF,ACF.bACF
2014,3,females,50+,ACF,6721,b) HIV-positive,3,0.162,1088.802,bACF,ACF.bACF
2014,4,females,50+,ACF,6790,b) HIV-positive,2,0.162,1099.98,cpost-ACF,ACF.cpost-ACF
2015,1,females,50+,ACF,6859,,1,0.162,,cpost-ACF,ACF.cpost-ACF
2015,1,females,50+,ACF,6859,a) HIV-negative,1,0.162,5747.842,cpost-ACF,ACF.cpost-ACF
2015,1,females,50+,ACF,6859,b) HIV-positive,4,0.162,1111.158,cpost-ACF,ACF.cpost-ACF
2015,2,females,50+,ACF,6928,a) HIV-negative,1,0.162,5805.664,cpost-ACF,ACF.cpost-ACF
2015,2,females,50+,ACF,6928,b) HIV-positive,3,0.162,1122.336,cpost-ACF,ACF.cpost-ACF
2015,3,females,50+,ACF,6998,a) HIV-negative,3,0.162,5864.324,cpost-ACF,ACF.cpost-ACF
2015,3,females,50+,ACF,6998,b) HIV-positive,1,0.162,1133.676,cpost-ACF,ACF.cpost-ACF
2015,4,females,50+,ACF,7068,a) HIV-negative,1,0.162,5922.984,cpost-ACF,ACF.cpost-ACF
2015,4,females,50+,ACF,7068,b) HIV-positive,1,0.162,1145.016,cpost-ACF,ACF.cpost-ACF
2016,1,females,50+,ACF,7137,a) HIV-negative,1,0.162,5980.806,cpost-ACF,ACF.cpost-ACF
2016,2,females,50+,ACF,7206,b) HIV-positive,1,0.162,1167.372,cpost-ACF,ACF.cpost-ACF
2016,3,females,50+,ACF,7276,a) HIV-negative,1,0.162,6097.288,cpost-ACF,ACF.cpost-ACF
2016,3,females,50+,ACF,7276,b) HIV-positive,2,0.162,1178.712,cpost-ACF,ACF.cpost-ACF
2016,4,females,50+,ACF,7346,a) HIV-negative,2,0.162,6155.948,cpost-ACF,ACF.cpost-ACF
2016,4,females,50+,ACF,7346,b) HIV-positive,1,0.162,1190.052,cpost-ACF,ACF.cpost-ACF
2017,1,females,50+,ACF,7415,a) HIV-negative,1,0.162,6213.77,cpost-ACF,ACF.cpost-ACF
2017,2,females,50+,ACF,7484,a) HIV-negative,1,0.162,6271.592,cpost-ACF,ACF.cpost-ACF
2017,3,females,50+,ACF,7553,a) HIV-negative,1,0.162,6329.414,cpost-ACF,ACF.cpost-ACF
2017,3,females,50+,ACF,7553,b) HIV-positive,1,0.162,1223.586,cpost-ACF,ACF.cpost-ACF
2017,4,females,50+,ACF,7623,b) HIV-positive,1,0.162,1234.926,cpost-ACF,ACF.cpost-ACF
2018,1,females,50+,ACF,7692,a) HIV-negative,1,0.162,6445.896,cpost-ACF,ACF.cpost-ACF
2018,1,females,50+,ACF,7692,b) HIV-positive,2,0.162,1246.104,cpost-ACF,ACF.cpost-ACF
2018,2,females,50+,ACF,7762,b) HIV-positive,1,0.162,1257.444,cpost-ACF,ACF.cpost-ACF
2018,3,females,50+,ACF,7830,a) HIV-negative,4,0.162,6561.54,cpost-ACF,ACF.cpost-ACF
2018,3,females,50+,ACF,7830,b) HIV-positive,1,0.162,1268.46,cpost-ACF,ACF.cpost-ACF
2018,4,females,50+,ACF,7898,a) HIV-negative,1,0.162,6618.524,cpost-ACF,ACF.cpost-ACF
2018,4,females,50+,ACF,7898,b) HIV-positive,3,0.162,1279.476,cpost-ACF,ACF.cpost-ACF
2009,1,males,50+,ACF,5406,b) HIV-positive,1,0.174,940.644,apre-ACF,ACF.apre-ACF
2009,2,males,50+,ACF,5453,,1,0.174,,apre-ACF,ACF.apre-ACF
2009,2,males,50+,ACF,5453,b) HIV-positive,4,0.174,948.822,apre-ACF,ACF.apre-ACF
2009,3,males,50+,ACF,5500,b) HIV-positive,1,0.174,957,apre-ACF,ACF.apre-ACF
2009,4,males,50+,ACF,5548,a) HIV-negative,2,0.174,4582.648,apre-ACF,ACF.apre-ACF
2009,4,males,50+,ACF,5548,b) HIV-positive,1,0.174,965.352,apre-ACF,ACF.apre-ACF
2010,1,males,50+,ACF,5595,,2,0.174,,apre-ACF,ACF.apre-ACF
2010,1,males,50+,ACF,5595,b) HIV-positive,1,0.174,973.53,apre-ACF,ACF.apre-ACF
2010,2,males,50+,ACF,5642,,1,0.174,,apre-ACF,ACF.apre-ACF
2010,2,males,50+,ACF,5642,a) HIV-negative,3,0.174,4660.292,apre-ACF,ACF.apre-ACF
2010,3,males,50+,ACF,5689,,2,0.174,,apre-ACF,ACF.apre-ACF
2010,3,males,50+,ACF,5689,a) HIV-negative,2,0.174,4699.114,apre-ACF,ACF.apre-ACF
2010,3,males,50+,ACF,5689,b) HIV-positive,5,0.174,989.886,apre-ACF,ACF.apre-ACF
2010,4,males,50+,ACF,5736,b) HIV-positive,4,0.174,998.064,apre-ACF,ACF.apre-ACF
2011,1,males,50+,ACF,5783,,1,0.174,,apre-ACF,ACF.apre-ACF
2011,1,males,50+,ACF,5783,a) HIV-negative,1,0.174,4776.758,apre-ACF,ACF.apre-ACF
2011,1,males,50+,ACF,5783,b) HIV-positive,2,0.174,1006.242,apre-ACF,ACF.apre-ACF
2011,2,males,50+,ACF,5830,a) HIV-negative,1,0.174,4815.58,bACF,ACF.bACF
2011,2,males,50+,ACF,5830,b) HIV-positive,7,0.174,1014.42,bACF,ACF.bACF
2011,3,males,50+,ACF,5878,a) HIV-negative,2,0.174,4855.228,bACF,ACF.bACF
2011,3,males,50+,ACF,5878,b) HIV-positive,5,0.174,1022.772,bACF,ACF.bACF
2011,4,males,50+,ACF,5925,,2,0.174,,bACF,ACF.bACF
2011,4,males,50+,ACF,5925,a) HIV-negative,4,0.174,4894.05,bACF,ACF.bACF
2011,4,males,50+,ACF,5925,b) HIV-positive,3,0.174,1030.95,bACF,ACF.bACF
2012,1,males,50+,ACF,5972,a) HIV-negative,1,0.174,4932.872,bACF,ACF.bACF
2012,1,males,50+,ACF,5972,b) HIV-positive,3,0.174,1039.128,bACF,ACF.bACF
2012,2,males,50+,ACF,6020,a) HIV-negative,3,0.174,4972.52,bACF,ACF.bACF
2012,2,males,50+,ACF,6020,b) HIV-positive,5,0.174,1047.48,bACF,ACF.bACF
2012,3,males,50+,ACF,6067,a) HIV-negative,3,0.174,5011.342,bACF,ACF.bACF
2012,3,males,50+,ACF,6067,b) HIV-positive,3,0.174,1055.658,bACF,ACF.bACF
2012,4,males,50+,ACF,6114,,1,0.174,,bACF,ACF.bACF
2012,4,males,50+,ACF,6114,a) HIV-negative,2,0.174,5050.164,bACF,ACF.bACF
2012,4,males,50+,ACF,6114,b) HIV-positive,3,0.174,1063.836,bACF,ACF.bACF
2013,1,males,50+,ACF,6161,b) HIV-positive,4,0.174,1072.014,bACF,ACF.bACF
2013,2,males,50+,ACF,6209,b) HIV-positive,5,0.174,1080.366,bACF,ACF.bACF
2013,3,males,50+,ACF,6255,a) HIV-negative,2,0.174,5166.63,bACF,ACF.bACF
2013,3,males,50+,ACF,6255,b) HIV-positive,2,0.174,1088.37,bACF,ACF.bACF
2013,4,males,50+,ACF,6303,,2,0.174,,bACF,ACF.bACF
2013,4,males,50+,ACF,6303,a) HIV-negative,4,0.174,5206.278,bACF,ACF.bACF
2014,1,males,50+,ACF,6350,,2,0.174,,bACF,ACF.bACF
2014,1,males,50+,ACF,6350,a) HIV-negative,3,0.174,5245.1,bACF,ACF.bACF
2014,1,males,50+,ACF,6350,b) HIV-positive,1,0.174,1104.9,bACF,ACF.bACF
2014,2,males,50+,ACF,6397,,1,0.174,,bACF,ACF.bACF
2014,2,males,50+,ACF,6397,a) HIV-negative,2,0.174,5283.922,bACF,ACF.bACF
2014,2,males,50+,ACF,6397,b) HIV-positive,1,0.174,1113.078,bACF,ACF.bACF
2014,3,males,50+,ACF,6444,,3,0.174,,bACF,ACF.bACF
2014,3,males,50+,ACF,6444,a) HIV-negative,4,0.174,5322.744,bACF,ACF.bACF
2014,3,males,50+,ACF,6444,b) HIV-positive,10,0.174,1121.256,bACF,ACF.bACF
2014,4,males,50+,ACF,6491,a) HIV-negative,2,0.174,5361.566,cpost-ACF,ACF.cpost-ACF
